id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件
[1],正黄金域国际,青羊,110,21481,1室1厅1厨1卫,低楼层 (共27层),51.21㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,三梯二十户,有,70年,2019-11-27,商品房,2014-01-02,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],中铁瑞城锦隆时代,青羊,115,19869,2室1厅1厨1卫,高楼层 (共24层),57.88㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,四梯十户,有,70年,2019-10-22,商品房,2010-01-09,普通住宅,满五年,非共有,有抵押 20万元 业主自还,已上传房本照片
[1],西二道街25号,青羊,118,17742,2室1厅1厨1卫,中楼层 (共7层),66.51㎡,平层,66.51㎡,板楼,东南,砖混结构,精装,一梯两户,无,70年,2019-07-14,已购公房,2018-01-17,普通住宅,满两年,共有,无抵押,已上传房本照片
[1],王家塘街9号,青羊,133,19997,2室2厅1厨2卫,中楼层 (共7层),66.51㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯四户,无,70年,2019-11-20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],罗马国际,青羊,88,18209,1室0厅1厨1卫,高楼层 (共20层),48.33㎡,平层,48㎡,板楼,南 北,钢混结构,简装,四梯二十一户,有,70年,2019-12-05,商品房,2008-01-11,普通住宅,满五年,非共有,有抵押 10万元 中国银行四川省分行 业主自还,已上传房本照片
[1],万和电信公寓,青羊,345,21206,4室1厅1厨2卫,中楼层 (共18层),162.69㎡,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,70年,2017-10-06,已购公房,2017-10-10,普通住宅,满两年,非共有,无抵押,已上传房本照片
[1],过街楼街98号,青羊,140,16037,2室1厅1厨1卫,中楼层 (共7层),87.3㎡,平层,暂无数据,板楼,东南,砖混结构,毛坯,一梯两户,无,未知,2018-06-29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片
[1],四道街3号,青羊,150,17969,2室1厅1厨1卫,高楼层 (共7层),83.48㎡,平层,83.48㎡,板楼,西,砖混结构,简装,一梯两户,无,70年,2018-03-27,已购公房,1999-05-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],西二道街32号,青羊,215,17843,4室2厅1厨2卫,中楼层 (共7层),120.5㎡,平层,暂无数据,板楼,西南 东北,砖混结构,简装,一梯一户,暂无数据,70年,2020-01-03,已购公房,2000-10-24,普通住宅,满五年,非共有,有抵押 12万元,已上传房本照片
[1],罗马国际,青羊,118,16959,1室1厅1厨1卫,中楼层 (共20层),69.58㎡,平层,暂无数据,板楼,东南,钢混结构,简装,四梯二十一户,有,70年,2019-10-14,商品房,2010-01-06,普通住宅,满五年,共有,有抵押 20万元 渤海银行,已上传房本照片
[1],王家塘街101号,青羊,98,15061,3室1厅1厨1卫,中楼层 (共6层),65.07㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,70年,2019-09-02,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],红墙巷36号,青羊,110,18645,2室1厅1厨1卫,中楼层 (共5层),59㎡,暂无数据,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,70年,2020-02-14,已购公房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],三道街43号,青羊,152,17315,3室1厅1厨1卫,高楼层 (共7层),87.79㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯三户,无,70年,2020-02-09,已购公房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],过街楼街98号,青羊,160,15052,3室2厅1厨1卫,高楼层 (共7层),106.3㎡,平层,暂无数据,板楼,西南,砖混结构,毛坯,一梯两户,无,未知,2018-06-29,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片
[1],通锦桥路176号,青羊,200,17478,3室2厅1厨2卫,中楼层 (共7层),114.43㎡,平层,105㎡,板楼,北,砖混结构,精装,一梯两户,无,70年,2018-10-06,商品房,2005-10-06,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],时代凯悦,青羊,79,16219,1室0厅1厨1卫,高楼层 (共40层),48.71㎡,平层,40㎡,板塔结合,南,框架结构,简装,六梯二十一户,有,70年,2019-10-06,商品房,2004-10-01,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],共和里2号,青羊,100,14510,2室1厅1厨1卫,高楼层 (共6层),68.92㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯四户,无,70年,2019-12-20,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 88万元 重庆小贷公司 金融公司垫资,未上传房本照片
[1],守经街6号,青羊,66,23005,3室1厅1厨1卫,低楼层 (共6层),28.69㎡,暂无数据,暂无数据,板楼,南,砖混结构,简装,一梯三户,无,未知,2020-01-20,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片
[1],金色夏威夷,青羊,81,22107,1室0厅1厨1卫,中楼层 (共15层),36.64㎡,平层,36㎡,塔楼,北,钢混结构,精装,三梯二十八户,有,70年,2019-11-20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],锦城华府,青羊,120,24010,1室1厅1厨1卫,低楼层 (共32层),49.98㎡,平层,暂无数据,板塔结合,西北,钢混结构,精装,四梯十七户,有,70年,2019-12-16,商品房,2018-10-08,普通住宅,未满两年,非共有,有抵押 35万元 客户偿还,已上传房本照片
[1],新城市广场,青羊,75,24550,1室0厅1厨1卫,中楼层 (共30层),30.55㎡,暂无数据,25.08㎡,板塔结合,西南,钢混结构,简装,三梯十五户,有,70年,2020-01-21,商品房,2015-02-12,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],西府南街77号,青羊,110,18946,3室1厅1厨1卫,高楼层 (共6层),58.06㎡,平层,54.9㎡,板楼,西南,框架结构,简装,三梯四户,有,70年,2018-01-21,商品房,2015-11-20,普通住宅,满两年,非共有,无抵押,已上传房本照片
[1],锦程丽都,青羊,88,15882,1室1厅1厨1卫,中楼层 (共13层),55.41㎡,平层,42.4㎡,塔楼,南,钢混结构,简装,三梯十七户,有,70年,2019-09-28,商品房,2015-05-08,普通住宅,满两年,非共有,无抵押,已上传房本照片
[1],金色夏威夷,青羊,115,21444,1室1厅1厨1卫,中楼层 (共15层),53.63㎡,平层,53.63㎡,塔楼,南,钢混结构,精装,三梯二十八户,有,70年,2018-07-13,商品房,2018-02-11,普通住宅,满两年,非共有,无抵押,已上传房本照片
[1],时代凯悦,青羊,84,15802,1室0厅1厨1卫,高楼层 (共40层),53.16㎡,平层,暂无数据,板塔结合,东南 东,框架结构,简装,六梯二十一户,有,70年,2019-12-07,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],花样年华新街坊一期,青羊,197,26644,2室1厅1厨1卫,中楼层 (共9层),73.94㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,一梯五户,有,70年,2019-11-01,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],新城市广场,青羊,111,20492,1室1厅1厨1卫,中楼层 (共30层),54.17㎡,平层,54.17㎡,板塔结合,西,钢混结构,简装,四梯十七户,有,70年,2018-07-10,商品房,2009-08-03,普通住宅,满五年,非共有,有抵押 15万元 邮政 业主自还,已上传房本照片
[1],新城市广场,青羊,80,22593,1室0厅1厨1卫,高楼层 (共30层),35.41㎡,平层,暂无数据,板塔结合,西南,钢混结构,简装,四梯十七户,有,70年,2019-07-03,商品房,暂无数据,普通住宅,暂无数据,非共有,有抵押 10万元,未上传房本照片
[1],新城市广场,青羊,150,22742,2室1厅1厨1卫,高楼层 (共30层),65.96㎡,平层,54.14㎡,板塔结合,南 北,钢混结构,简装,三梯十五户,有,70年,2018-08-04,商品房,2006-01-08,普通住宅,满五年,非共有,有抵押 45万元 业主自还,已上传房本照片
[1],通锦桥路65号,青羊,360,20399,4室2厅1厨2卫,中楼层 (共5层),176.48㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯一户,无,70年,2019-04-21,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],横过街楼街74号,青羊,91,16625,2室1厅1厨1卫,高楼层 (共6层),54.74㎡,平层,暂无数据,板塔结合,西 西北,砖混结构,简装,一梯三户,无,70年,2018-04-07,商品房,1997-10-29,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],同仁公寓,青羊,200,13912,3室2厅1厨1卫,中楼层 (共8层),143.77㎡,平层,125.11㎡,板楼,南,砖混结构,毛坯,一梯两户,无,70年,2019-09-18,已购公房,2017-09-08,普通住宅,满两年,共有,无抵押,已上传房本照片
[1],通锦桥路168号,青羊,195,15152,4室2厅1厨2卫,中楼层 (共7层),128.7㎡,平层,暂无数据,平房,东,砖混结构,其他,一梯两户,无,70年,2019-12-11,商品房,2001-12-11,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],万和苑,青羊,348,20138,4室2厅1厨2卫,中楼层 (共29层),172.81㎡,平层,暂无数据,板楼,东南,砖混结构,精装,三梯八户,有,70年,2019-04-12,商品房,2007-04-02,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],罗马国际,青羊,131.5,18128,1室1厅1厨1卫,中楼层 (共20层),72.54㎡,平层,53.75㎡,板楼,东南,钢混结构,简装,四梯二十一户,有,70年,2019-12-11,商品房,2012-07-30,普通住宅,满五年,共有,有抵押 60万元 银行,已上传房本照片
[1],米兰小筑,青羊,85,12877,1室1厅1厨1卫,中楼层 (共17层),66.01㎡,平层,46.79㎡,塔楼,东,钢混结构,简装,三梯二十四户,有,70年,2019-06-19,商品房,2008-04-08,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],米兰小筑,青羊,61,13290,1室1厅1厨1卫,高楼层 (共17层),45.9㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,三梯二十四户,有,70年,2018-04-14,商品房,2004-11-03,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],西二道街21号,青羊,180,17858,3室1厅1厨1卫,高楼层 (共7层),100.8㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,70年,2019-03-27,已购公房,1998-06-30,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],万和苑,青羊,340,16369,4室1厅1厨2卫,低楼层 (共31层),207.71㎡,平层,暂无数据,板楼,东南,砖混结构,简装,三梯七户,有,70年,2019-08-25,商品房,2010-05-20,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],时代凯悦,青羊,92,16266,1室1厅1厨1卫,低楼层 (共24层),56.56㎡,平层,暂无数据,板塔结合,南,框架结构,精装,四梯二十一户,有,70年,2020-01-02,商品房,2010-11-02,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],王家塘街9号,青羊,111,17936,2室1厅1厨1卫,高楼层 (共7层),61.89㎡,平层,56.59㎡,板楼,南,砖混结构,其他,一梯两户,无,70年,2019-11-26,商品房,2015-07-05,普通住宅,满两年,非共有,无抵押,已上传房本照片
[1],王家塘巷2号,青羊,101,16020,2室1厅1厨2卫,中楼层 (共7层),63.05㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯四户,无,70年,2019-02-17,商品房,2011-08-12,普通住宅,满五年,非共有,有抵押 15万元 建行 业主自还,已上传房本照片
[1],过街楼街119号,青羊,228,17473,3室2厅1厨2卫,中楼层 (共7层),130.49㎡,平层,暂无数据,板楼,西南 东北,砖混结构,简装,一梯三户,无,70年,2019-10-25,商品房,2006-08-24,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],万和苑,青羊,305,21743,3室1厅1厨2卫,高楼层 (共29层),140.28㎡,平层,暂无数据,板楼,西南,砖混结构,精装,三梯八户,有,70年,2019-08-31,商品房,2014-09-11,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],新城市广场,青羊,103,21809,1室1厅1厨1卫,中楼层 (共30层),47.23㎡,平层,暂无数据,板塔结合,东南,钢混结构,精装,四梯二十三户,有,70年,2019-07-31,商品房,2007-07-04,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],新城市广场,青羊,150,22033,2室2厅1厨1卫,低楼层 (共30层),68.08㎡,平层,68.08㎡,板塔结合,南,钢混结构,简装,四梯十七户,有,70年,2019-06-03,商品房,2013-04-11,普通住宅,满五年,非共有,有抵押 29.4万元 业主自还,已上传房本照片
[1],东门街96号,青羊,138,19215,2室2厅1厨1卫,高楼层 (共6层),71.82㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯三户,无,70年,2019-07-13,商品房,2003-10-24,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],鑫城立方生活,青羊,125,28876,3室1厅1厨1卫,中楼层 (共9层),43.29㎡,平层,38.1㎡,板楼,西南,钢混结构,简装,四梯三十三户,有,70年,2019-06-18,商品房,2008-09-25,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],四道街40号,青羊,83,18873,1室1厅1厨1卫,高楼层 (共5层),43.98㎡,平层,暂无数据,板塔结合,东南,砖混结构,简装,一梯五户,无,70年,2019-03-30,商品房,2015-08-19,普通住宅,满两年,非共有,无抵押,已上传房本照片
[1],中铁瑞城锦隆时代,青羊,112,19351,1室1厅1厨1卫,中楼层 (共24层),57.88㎡,平层,45.78㎡,板塔结合,东北,钢混结构,精装,四梯十一户,有,70年,2019-04-10,商品房,2011-08-12,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],西城角巷13号,青羊,130,17542,2室2厅1厨1卫,高楼层 (共7层),74.11㎡,平层,暂无数据,板塔结合,西南,钢混结构,简装,一梯四户,有,未知,2019-06-29,商品房,2015-04-10,普通住宅,满两年,非共有,无抵押,已上传房本照片
[1],王家塘街64号,青羊,168,18470,3室2厅1厨1卫,中楼层 (共7层),90.96㎡,平层,暂无数据,板楼,西,砖混结构,精装,一梯五户,无,70年,2019-12-11,商品房,2007-05-24,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],时代凯悦,青羊,71,18224,1室0厅1厨1卫,低楼层 (共40层),38.96㎡,平层,暂无数据,板塔结合,南,框架结构,简装,六梯二十一户,有,70年,2019-12-24,商品房,2008-08-04,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],锦程丽都,青羊,80,19618,1室1厅1厨1卫,低楼层 (共13层),40.78㎡,平层,31.21㎡,塔楼,东,钢混结构,简装,三梯十七户,有,70年,2019-11-10,商品房,2009-09-11,普通住宅,满五年,非共有,有抵押 3万元 业主自还,已上传房本照片
[1],新城市广场,青羊,95,20510,1室1厅1厨1卫,中楼层 (共30层),46.32㎡,平层,34.13㎡,板塔结合,东南,钢混结构,精装,四梯二十三户,有,70年,2019-08-02,商品房,2011-01-20,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],四道街16号,青羊,158,19055,2室2厅1厨1卫,中楼层 (共6层),82.92㎡,平层,暂无数据,板楼,南,砖混结构,精装,三梯两户,有,70年,2019-09-27,商品房,2013-01-23,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],横过街楼街74号,青羊,123,20432,2室1厅1厨1卫,低楼层 (共7层),60.2㎡,平层,60.2㎡,板塔结合,东,砖混结构,精装,一梯三户,无,70年,2019-04-24,商品房,2004-04-01,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],东门街60号,青羊,180,17622,3室2厅1厨1卫,高楼层 (共6层),102.15㎡,平层,102.15㎡,板楼,南 北,砖混结构,简装,一梯两户,无,70年,2018-03-27,商品房,1998-04-25,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],西马棚街29号,青羊,133,19462,2室1厅1厨1卫,高楼层 (共6层),68.34㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,70年,2019-04-06,已购公房,2010-03-10,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],时代凯悦,青羊,84,17320,1室0厅1厨1卫,高楼层 (共40层),48.5㎡,平层,31.99㎡,板塔结合,东南,框架结构,简装,六梯二十一户,有,70年,2019-10-14,商品房,2009-01-19,普通住宅,满五年,非共有,有抵押 3万元 3万左右 业主自还,已上传房本照片
[1],署磬苑,青羊,215,22136,2室2厅1厨1卫,高楼层 (共6层),97.13㎡,平层,暂无数据,板楼,东 西,砖混结构,其他,一梯四户,无,70年,2019-11-20,商品房,2001-03-30,普通住宅,满五年,共有,有抵押 50万元 招商 客户偿还,已上传房本照片
[1],王家塘街14号,青羊,144,17557,2室2厅1厨1卫,高楼层 (共7层),82.02㎡,平层,75.51㎡,板楼,南,砖混结构,简装,一梯两户,暂无数据,未知,2019-11-02,商品房,2019-11-02,普通住宅,未满两年,非共有,无抵押,已上传房本照片
[1],洛阳路138号,青羊,140,15226,2室2厅1厨1卫,高楼层 (共7层),91.95㎡,平层,暂无数据,板楼,东南,钢混结构,简装,一梯两户,无,70年,2018-09-04,商品房,2006-08-29,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],万和路56号,青羊,111,18817,2室1厅1厨1卫,中楼层 (共7层),58.99㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,70年,2019-12-27,商品房,2016-02-17,普通住宅,满两年,非共有,有抵押 37万元 业主自还,已上传房本照片
[1],四道街6号,青羊,170,20263,2室1厅1厨1卫,中楼层 (共7层),83.9㎡,平层,暂无数据,板楼,北,砖混结构,其他,一梯两户,无,70年,2019-12-19,已购公房,2012-12-12,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],西大街97号,青羊,88,13391,3室1厅1厨1卫,高楼层 (共6层),65.72㎡,平层,65.72㎡,板楼,东,砖混结构,简装,两梯两户,有,70年,2019-12-04,已购公房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片
[1],饮马河街36号,青羊,185,16064,4室2厅1厨1卫,高楼层 (共7层),115.17㎡,平层,暂无数据,板楼,东南,砖混结构,简装,两梯两户,有,70年,2019-03-21,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],过街楼街98号,青羊,158,27985,1室1厅1厨1卫,低楼层 (共7层),56.46㎡,平层,暂无数据,板楼,北,砖混结构,简装,一梯两户,无,未知,2019-09-25,商品房,2008-07-22,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],过街楼街115号,青羊,86,19305,1室1厅1厨1卫,低楼层 (共7层),44.55㎡,平层,44.55㎡,板楼,南,未知结构,简装,一梯三户,暂无数据,70年,2020-01-20,商品房,2017-04-19,普通住宅,满两年,共有,无抵押,已上传房本照片
[1],四道街5号,青羊,210,22807,3室1厅1厨1卫,低楼层 (共7层),92.08㎡,平层,暂无数据,板楼,东南,混合结构,精装,一梯两户,无,70年,2020-01-09,已购公房,2017-03-27,普通住宅,满两年,非共有,有抵押 65万元 农业银行 业主自还,已上传房本照片
[1],同仁公寓,青羊,310,15968,4室2厅2厨4卫,高楼层 (共8层),194.15㎡,跃层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,70年,2020-01-03,已购公房,暂无数据,普通住宅,暂无数据,共有,有抵押 未知,未上传房本照片
[1],凤栖桐,青羊,208,24762,2室1厅1厨1卫,中楼层 (共32层),84㎡,平层,暂无数据,塔楼,东南,钢混结构,简装,三梯十户,有,70年,2019-03-02,商品房,2017-03-01,普通住宅,满两年,非共有,有抵押 20万元 业主自还,已上传房本照片
[1],新城市广场,青羊,105,22232,1室1厅1厨1卫,高楼层 (共30层),47.23㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,四梯二十三户,有,70年,2020-01-13,商品房,2007-06-16,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],新城市广场,青羊,150,22256,2室1厅1厨1卫,低楼层 (共30层),67.4㎡,平层,暂无数据,板塔结合,西南,钢混结构,简装,四梯十七户,有,70年,2018-09-05,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],新城市广场,青羊,106,21704,1室1厅1厨1卫,高楼层 (共30层),48.84㎡,平层,40.09㎡,板塔结合,南 北,钢混结构,简装,三梯十五户,有,70年,2019-12-08,商品房,2008-07-21,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],正黄金域国际,青羊,116,23650,1室1厅1厨1卫,低楼层 (共27层),49.05㎡,平层,暂无数据,板塔结合,西南,钢混结构,精装,三梯二十户,有,70年,2019-03-31,商品房,2014-01-02,普通住宅,满五年,非共有,有抵押 1万元,已上传房本照片
[1],西马棚街38号,青羊,172,17146,3室2厅1厨1卫,低楼层 (共7层),100.32㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,70年,2020-01-04,已购公房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],米兰小筑,青羊,83,12801,3室1厅1厨1卫,低楼层 (共17层),64.84㎡,暂无数据,45.85㎡,塔楼,西,钢混结构,其他,三梯二十四户,有,70年,2019-10-08,商品房,2012-04-17,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],四道街15号,青羊,248,18432,3室2厅1厨2卫,高楼层 (共7层),134.55㎡,平层,暂无数据,板楼,南,砖混结构,其他,一梯两户,无,70年,2019-11-06,已购公房,暂无数据,普通住宅,暂无数据,共有,有抵押 20万元 客户偿还,未上传房本照片
[1],华诚商厦,青羊,260,18727,3室2厅1厨2卫,中楼层 (共7层),138.84㎡,平层,暂无数据,暂无数据,南,未知结构,精装,两梯两户,有,70年,2019-11-02,商品房,2008-11-05,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],万和苑,青羊,380,18295,2室2厅1厨2卫,高楼层 (共31层),207.71㎡,平层,暂无数据,板楼,西南,砖混结构,精装,三梯七户,有,70年,2017-11-18,商品房,2000-12-27,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],通锦桥路65号,青羊,180,19028,2室2厅1厨1卫,低楼层 (共6层),94.6㎡,平层,暂无数据,板楼,南 北,砖混结构,其他,一梯两户,无,70年,2019-10-19,商品房,2003-10-17,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],红墙巷62号,青羊,130,16540,2室1厅1厨1卫,高楼层 (共7层),78.6㎡,平层,暂无数据,板塔结合,南,混合结构,精装,一梯五户,无,未知,2019-10-12,商品房,2014-09-17,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],四道街15号,青羊,155,17618,2室2厅1厨1卫,低楼层 (共7层),87.98㎡,平层,暂无数据,板楼,南 北,砖混结构,精装,一梯两户,无,70年,2019-12-20,已购公房,2006-10-26,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],西马棚街28号,青羊,305,18300,4室2厅1厨1卫,高楼层 (共7层),166.67㎡,平层,暂无数据,板楼,东南,砖混结构,其他,一梯两户,无,70年,2019-12-20,已购公房,2014-09-28,普通住宅,满五年,非共有,有抵押 80万元 。。。,已上传房本照片
[1],西岸蒂景,青羊,105,21093,1室1厅1厨1卫,高楼层 (共12层),49.78㎡,平层,暂无数据,板楼,北,框架结构,简装,四梯二十四户,有,70年,2019-11-04,商品房,2012-02-29,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],四道街15号,青羊,210,16807,4室2厅1厨2卫,高楼层 (共7层),124.95㎡,平层,暂无数据,板楼,东,砖混结构,简装,一梯两户,无,70年,2019-08-28,已购公房,2004-07-06,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],同仁公寓,青羊,230,15021,4室2厅1厨3卫,中楼层 (共7层),153.12㎡,平层,暂无数据,板楼,南,砖混结构,简装,一梯两户,无,70年,2019-08-08,已购公房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],四道街16号,青羊,112,17030,2室1厅1厨1卫,高楼层 (共6层),65.77㎡,平层,59.77㎡,板楼,南,砖混结构,简装,一梯两户,无,70年,2019-06-01,商品房,2013-06-19,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],王家塘街14号,青羊,170,16955,3室1厅1厨1卫,高楼层 (共6层),100.27㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯三户,暂无数据,70年,2019-10-27,商品房,2003-07-10,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],新城市广场,青羊,81,21406,1室0厅1厨1卫,中楼层 (共30层),37.84㎡,平层,暂无数据,板塔结合,东南,钢混结构,简装,四梯二十三户,有,70年,2018-05-27,商品房,2015-01-07,普通住宅,满五年,非共有,有抵押 业主自还,已上传房本照片
[1],米兰小筑,青羊,78,12488,1室1厅1厨1卫,低楼层 (共17层),62.46㎡,暂无数据,44.17㎡,塔楼,东南 南,钢混结构,简装,三梯二十四户,有,70年,2019-01-20,商品房,2008-09-04,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],王家塘街91号,青羊,178,15976,4室2厅1厨1卫,中楼层 (共7层),111.42㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯两户,无,未知,2019-08-20,商品房,2017-01-18,普通住宅,满两年,非共有,无抵押,已上传房本照片
[1],东门街60号,青羊,195,15849,4室1厅1厨1卫,高楼层 (共6层),123.04㎡,平层,暂无数据,板楼,西南,砖混结构,简装,一梯两户,无,70年,2018-08-08,商品房,2015-08-21,普通住宅,满两年,非共有,无抵押,已上传房本照片
[1],西马棚街28号,青羊,220,19847,3室1厅1厨1卫,高楼层 (共7层),110.85㎡,平层,暂无数据,板楼,西南,砖混结构,精装,两梯两户,有,70年,2018-05-10,已购公房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片
[1],三道街51号,青羊,195,15451,3室2厅1厨1卫,高楼层 (共7层),126.21㎡,平层,暂无数据,板楼,东南,砖混结构,精装,一梯两户,无,70年,2018-07-28,已购公房,2000-07-24,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],花样年华新街坊二期,青羊,152,22403,2室1厅1厨1卫,中楼层 (共25层),67.85㎡,平层,暂无数据,塔楼,南,钢混结构,精装,三梯十三户,有,70年,2019-04-03,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押 20万元 工行 业主自还,未上传房本照片
[1],罗马国际,青羊,90,18615,1室0厅1厨1卫,高楼层 (共20层),48.35㎡,平层,35.81㎡,板楼,西南,钢混结构,精装,四梯二十一户,有,70年,2018-04-12,商品房,2011-03-22,普通住宅,满五年,非共有,有抵押 20万元,已上传房本照片
[1],新城市广场,青羊,106.5,21537,1室1厅1厨1卫,中楼层 (共30层),49.45㎡,平层,暂无数据,板塔结合,西南,钢混结构,简装,四梯十七户,有,70年,2018-10-31,商品房,2012-09-21,普通住宅,满五年,非共有,无抵押,已上传房本照片
[1],上半节巷12号,青羊,100,17712,2室1厅1厨1卫,低楼层 (共7层),56.46㎡,平层,暂无数据,板楼,东南,砖混结构,简装,一梯两户,无,未知,2018-05-24,商品房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片
[1],洛阳路188号,青羊,120,15512,2室1厅1厨1卫,高楼层 (共7层),77.36㎡,平层,77.36㎡,板楼,东南 南,砖混结构,简装,一梯两户,无,70年,2018-10-09,商品房,2009-08-07,普通住宅,满五年,共有,无抵押,已上传房本照片
[1],上同仁路50号大院,青羊,90,17308,2室1厅1厨1卫,低楼层 (共7层),52㎡,平层,暂无数据,板楼,东南,砖混结构,简装,两梯两户,有,70年,2018-06-25,已购公房,暂无数据,普通住宅,暂无数据,共有,无抵押,未上传房本照片
[1],万和苑,青羊,310,19985,4室1厅1厨2卫,低楼层 (共29层),155.12㎡,平层,130㎡,板楼,东,砖混结构,简装,三梯八户,有,70年,2019-03-08,商品房,2006-08-30,普通住宅,满五年,非共有,有抵押,已上传房本照片
[1],新城市广场,青羊,200,23313,3室1厅1厨1卫,中楼层 (共30层),85.79㎡,平层,暂无数据,板塔结合,西南,钢混结构,简装,四梯十五户,有,70年,2019-06-15,商品房,2006-11-13,普通住宅,满五年,非共有,无抵押,已上传房本照片
